ITER,ALPHA
0,49.613629
1,-585.644867
2,-585.644867
3,-585.644867
4,-585.644867
5,-585.644867
6,-585.644867
7,-585.644867
8,-585.644867
9,-585.644867
10,-585.644867
11,-585.644867
12,-585.644867
13,-585.644867
14,-585.644867
15,-585.644867
16,-585.644867
17,-585.644867
18,-585.644867
19,-585.644867
20,-585.644867
