ITER,ALPHA
0,471.847530
1,471.847530
2,471.847530
3,275.061241
4,153.957700
5,147.150160
6,-178.793221
7,-178.793221
8,-178.793221
9,-178.793221
10,-178.793221
11,-178.793221
12,-178.793221
13,-178.793221
14,-178.793221
15,-178.793221
16,-178.793221
17,-178.793221
18,-178.793221
19,-178.793221
20,-178.793221
21,-178.793221
22,-178.793221
23,-178.793221
24,-178.793221
25,-178.793221
